X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-1.200000e-02,2.000000e-05
0,2.34e+01,-1.00e+00,-2.24e-01,
1,2.38e+01,-4.80e-01,-1.12e-01,
2,2.37e+01,-1.08e+00,-1.36e-01,
3,2.39e+01,-5.60e-01,8.00e-03,
4,2.38e+01,-1.12e+00,0.00e+00,
5,2.40e+01,-3.20e-01,1.44e-01,
6,2.40e+01,-6.40e-01,1.20e-01,
7,2.38e+01,0.00e+00,2.24e-01,
8,2.39e+01,-2.00e-01,2.00e-01,
9,2.37e+01,4.40e-01,2.48e-01,
10,2.38e+01,2.00e-01,2.56e-01,
11,2.34e+01,7.60e-01,1.60e-01,
12,2.35e+01,4.00e-01,1.92e-01,
13,2.33e+01,9.20e-01,5.60e-02,
14,2.34e+01,4.40e-01,7.20e-02,
15,2.32e+01,8.80e-01,-7.20e-02,
16,2.32e+01,7.20e-01,-4.80e-02,
17,2.33e+01,4.00e-02,-1.84e-01,
18,2.32e+01,3.60e-01,-1.60e-01,
19,2.34e+01,-2.80e-01,-2.24e-01,
20,2.33e+01,-1.20e-01,-2.40e-01,
21,2.36e+01,-8.40e-01,-1.76e-01,
22,2.34e+01,-5.20e-01,-2.00e-01,
23,2.38e+01,-9.60e-01,-8.80e-02,
24,2.37e+01,-6.00e-01,-1.04e-01,
25,2.39e+01,-1.16e+00,3.20e-02,
26,2.38e+01,-1.08e+00,2.40e-02,
27,2.40e+01,-3.20e-01,1.60e-01,
28,2.40e+01,-5.20e-01,1.36e-01,
29,2.38e+01,4.00e-02,2.40e-01,
30,2.39e+01,-1.60e-01,2.24e-01,
31,2.37e+01,4.80e-01,2.64e-01,
32,2.38e+01,2.00e-01,2.56e-01,
33,2.34e+01,8.00e-01,1.60e-01,
34,2.35e+01,4.00e-01,1.84e-01,
35,2.33e+01,8.80e-01,5.60e-02,
36,2.34e+01,8.00e-01,6.40e-02,
37,2.32e+01,2.00e-01,-8.80e-02,
38,2.33e+01,6.00e-01,-5.60e-02,
39,2.32e+01,4.00e-02,-1.84e-01,
40,2.32e+01,2.80e-01,-1.60e-01,
41,2.34e+01,-2.80e-01,-2.24e-01,
42,2.34e+01,-1.20e-01,-2.24e-01,
43,2.36e+01,-8.00e-01,-1.76e-01,
44,2.35e+01,-1.04e+00,-1.92e-01,
45,2.38e+01,-4.80e-01,-8.00e-02,
46,2.38e+01,-8.40e-01,-9.60e-02,
47,2.39e+01,-5.20e-01,4.80e-02,
48,2.38e+01,-7.60e-01,3.20e-02,
49,2.40e+01,-2.80e-01,1.68e-01,
50,2.39e+01,-4.00e-01,1.52e-01,
51,2.38e+01,4.00e-02,2.40e-01,
52,2.38e+01,-1.60e-01,2.08e-01,
53,2.36e+01,4.80e-01,2.56e-01,
54,2.37e+01,2.40e-01,2.40e-01,
55,2.34e+01,7.20e-01,1.52e-01,
56,2.34e+01,6.40e-01,1.68e-01,
57,2.33e+01,9.20e-01,2.40e-02,
58,2.34e+01,8.00e-01,4.00e-02,
59,2.32e+01,3.60e-01,-1.04e-01,
60,2.32e+01,5.60e-01,-8.80e-02,
61,2.34e+01,8.00e-02,-2.00e-01,
62,2.32e+01,2.80e-01,-1.84e-01,
63,2.34e+01,-5.60e-01,-2.48e-01,
64,2.34e+01,-2.80e-01,-2.48e-01,
65,2.36e+01,-8.40e-01,-1.84e-01,
66,2.35e+01,-4.80e-01,-2.00e-01,
67,2.38e+01,-1.08e+00,-8.00e-02,
68,2.38e+01,-1.08e+00,-1.04e-01,
69,2.39e+01,-5.20e-01,4.00e-02,
70,2.38e+01,-8.00e-01,2.40e-02,
71,2.40e+01,-2.40e-01,1.60e-01,
72,2.40e+01,-5.20e-01,1.20e-01,
73,2.38e+01,1.20e-01,2.32e-01,
74,2.38e+01,-8.00e-02,2.40e-01,
75,2.36e+01,5.20e-01,1.92e-01,
76,2.36e+01,2.40e-01,2.16e-01,
77,2.34e+01,8.00e-01,1.20e-01,
78,2.34e+01,4.40e-01,1.36e-01,
79,2.33e+01,8.80e-01,-1.60e-02,
80,2.32e+01,8.00e-01,1.60e-02,
81,2.34e+01,2.40e-01,-1.28e-01,
82,2.32e+01,5.20e-01,-1.20e-01,
83,2.34e+01,-1.20e-01,-2.24e-01,
84,2.33e+01,8.00e-02,-2.08e-01,
85,2.34e+01,-6.00e-01,-2.64e-01,
86,2.34e+01,-2.80e-01,-2.64e-01,
87,2.36e+01,-8.40e-01,-1.84e-01,
88,2.35e+01,-5.60e-01,-2.00e-01,
89,2.38e+01,-1.04e+00,-8.00e-02,
90,2.38e+01,-1.08e+00,-9.60e-02,
91,2.39e+01,-4.80e-01,4.80e-02,
92,2.38e+01,-8.00e-01,3.20e-02,
93,2.40e+01,-2.40e-01,1.68e-01,
94,2.39e+01,-4.80e-01,1.52e-01,
95,2.38e+01,1.60e-01,2.24e-01,
96,2.38e+01,-1.20e-01,2.40e-01,
97,2.35e+01,5.60e-01,1.84e-01,
98,2.36e+01,2.80e-01,2.16e-01,
99,2.34e+01,8.40e-01,1.04e-01,
100,2.34e+01,8.40e-01,1.20e-01,
101,2.32e+01,4.00e-01,-1.60e-02,
102,2.32e+01,7.60e-01,1.60e-02,
103,2.34e+01,4.40e-01,-1.44e-01,
104,2.32e+01,4.80e-01,-1.28e-01,
105,2.34e+01,4.00e-02,-2.40e-01,
106,2.33e+01,1.20e-01,-2.08e-01,
107,2.34e+01,-5.20e-01,-2.64e-01,
108,2.34e+01,-3.20e-01,-2.48e-01,
109,2.37e+01,-7.20e-01,-1.68e-01,
110,2.35e+01,-5.60e-01,-1.92e-01,
111,2.38e+01,-8.40e-01,-5.60e-02,
112,2.38e+01,-1.00e+00,-7.20e-02,
113,2.39e+01,-5.60e-01,7.20e-02,
114,2.38e+01,-6.40e-01,4.80e-02,
115,2.40e+01,-2.40e-01,1.92e-01,
116,2.39e+01,-5.20e-01,1.68e-01,
117,2.38e+01,2.00e-01,2.40e-01,
118,2.38e+01,1.20e-01,2.56e-01,
119,2.35e+01,6.00e-01,2.00e-01,
120,2.36e+01,2.80e-01,2.16e-01,
121,2.34e+01,8.80e-01,1.04e-01,
122,2.34e+01,9.20e-01,1.20e-01,
123,2.32e+01,3.60e-01,-2.40e-02,
124,2.32e+01,7.60e-01,0.00e+00,
125,2.33e+01,1.60e-01,-1.44e-01,
126,2.32e+01,4.80e-01,-1.20e-01,
127,2.34e+01,-2.00e-01,-2.24e-01,
128,2.33e+01,0.00e+00,-2.08e-01,
129,2.35e+01,-6.00e-01,-2.40e-01,
130,2.34e+01,-3.60e-01,-2.40e-01,
131,2.37e+01,-1.00e+00,-1.52e-01,
132,2.36e+01,-5.60e-01,-1.68e-01,
133,2.38e+01,-1.08e+00,-3.20e-02,
