X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-1.200000e-02,2.000000e-05
0,2.34e+01,-2.80e-01,-2.16e-01,
1,2.36e+01,-7.60e-01,-1.36e-01,
2,2.35e+01,-4.80e-01,-1.68e-01,
3,2.38e+01,-1.00e+00,-4.80e-02,
4,2.38e+01,-1.04e+00,-6.40e-02,
5,2.39e+01,-5.20e-01,7.20e-02,
6,2.38e+01,-8.80e-01,5.60e-02,
7,2.39e+01,-1.60e-01,1.68e-01,
8,2.39e+01,-3.20e-01,1.52e-01,
9,2.37e+01,2.40e-01,2.32e-01,
10,2.38e+01,4.00e-02,2.24e-01,
11,2.35e+01,6.80e-01,1.76e-01,
12,2.36e+01,4.00e-01,1.92e-01,
13,2.34e+01,7.60e-01,9.60e-02,
14,2.34e+01,4.00e-01,1.20e-01,
15,2.33e+01,9.20e-01,-1.60e-02,
16,2.34e+01,8.80e-01,-8.00e-03,
17,2.32e+01,2.40e-01,-1.28e-01,
18,2.32e+01,5.20e-01,-1.04e-01,
19,2.34e+01,-8.00e-02,-2.00e-01,
20,2.33e+01,1.20e-01,-1.76e-01,
21,2.34e+01,-5.20e-01,-2.16e-01,
22,2.34e+01,-2.40e-01,-2.08e-01,
23,2.36e+01,-1.00e+00,-1.28e-01,
24,2.35e+01,-6.00e-01,-1.44e-01,
25,2.38e+01,-1.08e+00,-3.20e-02,
26,2.38e+01,-1.04e+00,-4.80e-02,
27,2.39e+01,-5.60e-01,8.80e-02,
28,2.39e+01,-8.40e-01,7.20e-02,
29,2.38e+01,-1.60e-01,1.84e-01,
30,2.39e+01,-3.20e-01,1.60e-01,
31,2.37e+01,2.80e-01,2.48e-01,
32,2.38e+01,4.00e-02,2.32e-01,
33,2.35e+01,6.40e-01,1.60e-01,
34,2.36e+01,3.60e-01,1.92e-01,
35,2.34e+01,8.80e-01,8.80e-02,
36,2.34e+01,4.40e-01,1.04e-01,
37,2.32e+01,9.20e-01,-2.40e-02,
38,2.32e+01,8.40e-01,-8.00e-03,
39,2.34e+01,2.40e-01,-1.36e-01,
40,2.32e+01,5.20e-01,-1.12e-01,
41,2.34e+01,-8.00e-02,-2.00e-01,
42,2.33e+01,0.00e+00,-1.76e-01,
43,2.35e+01,-5.20e-01,-2.16e-01,
44,2.34e+01,-8.40e-01,-2.16e-01,
45,2.36e+01,-2.80e-01,-1.20e-01,
46,2.36e+01,-6.00e-01,-1.44e-01,
47,2.38e+01,-1.24e+00,-1.60e-02,
48,2.38e+01,-1.04e+00,-4.00e-02,
49,2.39e+01,-5.20e-01,9.60e-02,
50,2.39e+01,-6.40e-01,8.00e-02,
51,2.38e+01,-1.60e-01,1.92e-01,
52,2.39e+01,-2.80e-01,1.76e-01,
53,2.37e+01,2.40e-01,2.24e-01,
54,2.38e+01,1.20e-01,2.24e-01,
55,2.34e+01,7.20e-01,1.68e-01,
